otsikko,teksti,tahdet,url,kieli,lemmatized_text,mallin_ennuste
Hyvä ja tarpeellinen tuote,Hyvä ja tarpeellinen tuote. Helppo käyttää ja on tehokas.,5,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=6,fi,hyvä ja tarpeellinen tuote hyvä ja tarpeellinen tuote . helppo käyttää ja olla tehokas .,positiivinen
"Halvin paineilma, ja se näkyy","Ostamani purkki oli valmiiksi rikki. Sain vaihdettua uuteen, joka sentään toimii. Tämä on kuitenkin huonoin paineilmapurkki jota olen käyttänyt, en osta uudestaan.",1,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=6,fi,"halvin paineilma , ja se näkyä ostama purkki olla valmis rikki . saada vaihdettu uusi , joka sentään toimia . tämä olla kuitenkin huono paine#ilma#purkki joka olla käyttää , ei osta uudestaan .",negatiivinen
Ei turhan kauaa kestä,Pari kertaa putsaa koneen ja se on siinä. Vähän enemmän odottaisi kuitenkin jytyä,4,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=6,fi,ei turha kauaa kestää pari kerta putsa kone ja se olla se . vähän enemmän odottaisi kuitenkin jyty,positiivinen
"Edullinen, mutta...","..tulenarka tuote! Ei kannata tupsutella avotulen läheisyydessä, eikä huonosti tuuletetussa tilassa! Haisee nestekaasulle.Hyvä venttiili.",2,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=6,fi,"edullinen , mutta ... .. tulen#arka tuote ! ei kannattaa tupsutella avotulen läheisyys , ei huonosti tuuletettu tila ! haisee neste#kaasu . hyvä venttiili .",negatiivinen
Villakoirille kyytiä!,"Tornimalliseen tietkoneeseen alkaa ajan saatossa kertyä pölyä melkoisesti. Koteloa avatessa tulee fiilis kuin arkeologilla joka ensimmäisenä ihmisenä tuhansiin vuosiin pääsee tutkimaan muinaista hautakammiota. Mitähän jänniä äärteita pölykerrosten alta mahtaa löytyä?Onneksi Mr. Muskelknutte antaa pölylle kyytiä niin, että harmaat villakoirta lentää ja pinttynyt pöly pölysee huoneilmaa rikastuttamassa. Kotelon komponenttiaarteet paljastuvat pölykerrosten alta kuin fossiloituneet dinosauruksen luut hiekasta ammattimaisen arkeologin käsissä.",5,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=6,fi,"villakoiri kyyti ! tornimallinen tietkone alkaa aika saatto kerty pöly melkoisesti . kotelo avata tulla fiilis kuin arkeologi joka ensimmäinen ihminen tuhat vuosi päästä tutkia muina hauta#kammio . mikä jänniä äärteita pölykerroste alta mahtaa löytyä ? onneksi Mr. muskelknutte antaa pöly kyyti niin , että harmaa villaka lentää ja pinttynyt pöly pölynee huone rikastuttama . kotelo komponentti#aarre paljastuva pölykerroste alta kuin fossi#loitune dinosaurus luu hiekka ammattimainen arkeologi käsi .",positiivinen
perus näppäimistö suihkuputsipullo,"Ihan ok, tuntuu vaan että aine menee tooooooooodelllla nopeasti loppuun, mutta eipä oli sitäkään hinnasssa pilattu :) Ostan joka kerta kun Verkkokaupassa käyn!",4,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=6,fi,"perus näppäimistö suihku#putsi#pullo ihan ok , tuntua vaan että aine mennä tooooooooodi nopeasti loppu , mutta ei olla se hinta pilattu :) osta joka kerta kun verkko#kauppa käyn !",neutraali
Hyvä tuote,Näppärä apu monenlaiseen puhalteluun. Kätevä pitkä pilli ja liipasin.,4,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=6,fi,hyvä tuote näppärä apu monenlainen puhaltelu . kätevä pitkä pilli ja liipanen .,positiivinen
Ei ihan parasta vuoristoilmaa,"Aito luonnon tuote, ainakin hajusta päätellen. Paineet laskee liian nopeasti.",2,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=6,fi,"ei ihan hyvä vuoristo aito luonto tuote , ainakin haju pääsen . paine laskea liian nopeasti .",negatiivinen
Mr. Muskelknutte Air Duster 400ml - tölkki paineilmaa,"Erittäin hyvä tietokoneen sisäsiivoukseen, pölyt lähtee taatusti.",5,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=6,fi,"Mr . muskelknutte Air duster 400ml - tölkki paine#ilma erittäin hyvä tieto#kone sisä#siivous , pölyt lähteä taatusti .",positiivinen
Perus paineilma,"Kiinnitettävä suutin ei aina pysy ihan täysin kiinni. Purkki kestää itselläni muutaman kuukauden. Alussa puhdistusteho erinomainen, loppua kohden kun purkki on melkein tyhjä melko vaatimaton.",4,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=6,fi,"perus paineilma kiinnitettävä suutti ei aina pysyä ihan täysin kiinni . purkki kestää itsi muutama kuukausi . alku puhdistus#teho erinomainen , loppu kohden kun purkki olla melkein tyhjä melko vaatimaton .",positiivinen
Todella laadukasta paineilmaa,"Miellyttävän raikkaan tuoksuista paineilmaa, tätä suihkuttelee mielellään.",5,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=7,fi,"tode laadukas paine#ilma miellyttävä raikas tuoksu paine#ilma , tämä suihkutel mielellään .",positiivinen
Hyvä tuote,"Riittoisa pullo ja edullinen, tekee minkä pitääkin.",4,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=7,fi,"hyvä tuote riittoisa pullo ja edullinen , tehdä mikä pitää .",positiivinen
Helppo puhdistus,Helppoa ja kätevää tietokoneen puhdistus tällä. Pääsee joka soppeen hyvin.,5,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=7,fi,helppo puhdistus helppo ja kätevä tieto#kone puhdistus tämä . pää joka soppi hyvin .,positiivinen
Tuote on erittäin hyvä elektroniikan puhdistukseen.,"Ostin tuotteen koska se oli halpa ja halusin testata tuotetta. Tuotteella oli erittäin helppo ja hyvä puhdistaa esim. Tietokoneen komponentit, joten olen tyytyväinen tuotteen hinta laatu suhteeseen. Tuotteessa on yksi huomattava huono ominaisuus eli sen muovinen pilli lähtee irti aika helposti, mutta se ei käyttöä paljon haittaa.",4,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=7,fi,"tuote olla erittäin hyvä elektroniikka puhdistus . ostaa tuote koska se olla halpa ja haluta testata tuote . tuote olla erittäin helppo ja hyvä puhdistaa esim . tieto#kone komponentti , joten olla tyytyväinen tuote hinta laatu suhde . tuote olla yksi huomattava huono ominaisuus eli se muovinen pilli lähteä irti aika helposti , mutta se ei käyttö paljon haitata .",positiivinen
Toimiva ja halpa,Tullut jo useamman vuoden ostettua kyseistä paineilmaa ja on ollut todella toimivaa sekä yhdestä pullosta on riittänyt pidemmällekkin ajalle. Pilli mukana auttaa pääsemään hankalempiinkin paikkoihin.,5,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=7,fi,toimiva ja halpa tullu jo usea vuosi ostettu kyseinen paine#ilma ja olla olla todella toimia sekä yksi pullosta olla riittää pitkä aika . pilli mukana auttaa päästä hankalempi paikka .,positiivinen
Paineilma,"Hyvälaatuinen ja riittoisa paineilmapurkki. Halvin, mitä olen löytänyt.",5,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=7,fi,"paineilma hyvälaatuinen ja riitto paine#ilma#purkki . halvin , mikä olla löytää .",positiivinen
Mr. Muskelknutte Air Duster 400ml - tölkki paineilmaa,"Toimivaa ja kohtuullisen hintaista paineilmaa, paineen puhdistusteho voisi olla kovempi muuten oikein hyvä tuote.",5,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=7,fi,"Mr . muskelknutte Air duster 400ml - tölkki paine#ilma toimiva ja kohtuullinen hinta paine#ilma , paine puhdistus#teho voida olla kova muuten oikein hyvä tuote .",positiivinen
Tekee tehtävänsä,Toimii hyvin. Voisi tosin olla hieman riittoisampaakin.,4,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=7,fi,tehdä tehtävä toimi hyvin . voida tosin olla hieman riittoisampaakki .,positiivinen
Puhidstaa,"Olen käyttänyt tuotteen kerran ja onnistuin poistamaan aika paljon pölyä koneelta. Valitettavasti en pysty vertailemaan tulosta muihin tuotteisiin, joten annan 4*.",4,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=7,fi,"puhidsta olla käyttää tuote kerran ja onnistuin poistaa aika paljon pöly kone . valitettavasti ei pystyä vertailema tulos muu tuote , joten antaa 4*.",positiivinen
Paineilmaa tölkissä,Halpaa tölkki ilmaa.plussat-edullinenmiinukset-pitkässä käytössä pullokylmenee kovasti ja ilma nesteytyy vähän.,3,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=7,fi,paine#ilma tölkki halpaa tölkki ilma .plussat#edullinenmiintä#mitkitkit käyttö pullo#kylmene kovasti ja ilma nesteytyy vähän .,positiivinen
Halvalla paineilmaa,Halvalla paineilmaa. Suosittelen.Arvostelija on verkkokauppa.com:n työntekijä.,4,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=7,fi,halva paine#ilma halva paine#ilma . suositella .arvostelija olla verkko#kauppa työn#tekijä .,positiivinen
Hintaansa nähden laadukas elektroniikan puhdistusväline,"Hinta huomioiden Verkkokauppa.comin ko. tuote on aina antanut vastinetta rahalle. Runsaassa käytössä pullo kylmenee huomattavasti ja ""ilma muuttuu hieman nesteeksi"". Toisaalta en ole havainnut mitään poikkeavaa (tässäkään mielessä) kalliimpiin vaihtoehtoihin nähden. Suosittelen.",5,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=7,fi,"hintaa nähden laadukas elektroniikka puhdistus#väline hinta huomio verkko#kauppa ko. tuote olla aina antaa vastine raha . runsaa käyttö pullo kylmenee huomattavasti ja "" ilma muuttua hieman neste "" . toisaalta ei olla havainnut mikään poikkeava ( tässäkä mieli ) kalliimpi vaihto#ehto nähden . suositella .",positiivinen
Hinta onkin ainoa positiivinen asia.,"Pullo viilenee todella nopeasti, vain muutaman lyhyehkön painalluksen jälkeen. Kun pullo on kylmä, varsinaisesta ilmanpaineesta ei voida puhua vaan tuntuu, että puhaltamallakin pöly lähtisi paremmin. Lisäksi sylkee ponneainetta ulos todella herkästi. Ei tätä kyllä oikein voi suositella edes halvan hintansa takia - ""halvalla ei saa hyvää"" sanonta pitää jälleen paikkansa.",2,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=7,fi,"hinta olla ainoa positiivinen asia . pullo viilenen todella nopeasti , vain muutama lyhy#ehkö painallus jälkeen . kun pullo olla kylmä , varsinainen ilman#paine ei voida puhua vaan tuntua , että puhaltama pöly lähteä hyvin . lisäksi sylki ponne#aine ulos todella herkästi . ei tämä kyllä oikein voida suositella edes halva hinta takia - "" halpa ei saada hyvä "" sanonta pitää jälleen paikka .",negatiivinen
Halpa ja ihan hyvä paineilmapurkki,"paineilmapurkki! on todella halpa ja hyvä käyttöinen. Haju on kyllä miinus, mut katoa aikaa onneks nopeasti :)",4,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=7,fi,"halpa ja ihan hyvä paine#ilma#purkki paine#ilma#purkki ! olla todella halpa ja hyvä käyttöinen . haju olla kyllä miinus , minä kadota aika onneksi nopeasti :)",positiivinen
Paine ja tarve :-),"Paineilma riittää puhdistamaan vaikeita pintoja pölystä, jos pääsee lähelle ja pinta-ala on kohtalaisen pieni. Purkki tuntuu tyhjenevän nopeammin kuin aiemmin.",3,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=7,fi,"paine ja tarve :- ) paineilma riittää puhdistaa vaikea pinta pöly , jos päästä lähelle ja pinta#ala olla kohtalainen pieni . purkki tuntua tyhjenevä nopeasti kuin aiemmin .",positiivinen
Halpa mutta hyvä,Edullinen ja varmatoiminen paineilmapuhallus. Tölkki kylmenee aika paljon mutta niin tekevät monet muutkin vastaavat tuotteet.,5,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=7,fi,halpa mutta hyvä edullinen ja varmatoiminen paineilma#puhallus . tölkki kylmenee aika paljon mutta niin tehdä moni muu vastata tuote .,neutraali
Tölkki paineilmaa...,"Aah, ikuinen väännön aihe, Verkkiksen paineilma!Yleensä ihan hyvälaatuista, mutta välillä sattuu pulloja jotka ovat kuitenkin täynnä ponneainetta, mutta silti puhallus on silti pientä suhinaa.Pullo pitää myös muistaa pitää pystyasennossa, muuten se sylkee ponneainetta puhallettavaan kohteeseen. Kallistelut pitää muistaa tehdä pilliä taivuttelemalla. Vähänkin enemmän yhteen menoon puhallettaessa pullossa oleva ponneaine jäähtyy voimakkaasti ja tällöin myös puhallusteho heikkenee voimakkaasti.Mutta kun pullon pitää pystyasennossa ja puhaltelee sopivissa pätkissä, niin kyllä tämä hintansa haukkuu, siksi suosittelen tuotetta.",3,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=7,fi,"tölkki paine#ilma ... aah , ikuinen vääntö aihe , verkkis paineilma ! yleensä ihan hyvä#laatu , mutta välillä sattua pullo joka olla kuitenkin täynnä ponne#aine , mutta silti puhallus olla silti pieni suhina . pullo pitää myös muistaa pitää pystyasento , muuten se sylki ponne#aine puhal#lettava kohde . kallistelu pitää muistaa tehdä pilli taivuttelema . vähä enemmän yhteen meno puhalletta pullo olla ponne#aine jäähtyy voimakkaasti ja tällöin myös puhallus#teho heikkenee voimakkaasti . mutta kun pullo pitää pystyasento ja puhallella sopivi pätki , niin kyllä tämä hinta haukkua , siksi suositella tuote .",neutraali
Loppuu nopeasti,"Loppupullon paineella ei tee oikein mitään, alussa oikein kätevä. Jos pulloa on vähänkin ravistanut vahingossa tai pitää vinossa, niin ruiski ponneainetta ulos, mikä ei ole hyvä juttu. Lisäksi välillä paineilma haisee hirvittävän pahalle (näyttää vaihtuvan pullosta toiseen)",2,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=7,fi,"loppuu nopeasti loppu#pullo paineella ei tehdä oikein mikään , alku oikein kätevä . jos pullo olla vähä ravistanut vahinko tai pitää vinossa , niin ruiski ponne#aine ulos , mikä ei olla hyvä juttu . lisäksi välillä paineilma haista hirvittävä paha ( näyttää vaihtuva pullosta toinen )",negatiivinen
Kohtuuhintaista paineilmaa purkissa,"Edullisuudelle on tosin hintansa: purkki ei ole kovin riittoisa ja ponnenestettä nousee helposti ilmasuihkuun mukaan. Monipakkauksissa hinta on jonkin verran edullisempi, ja vähintään kolmen kappaleen nipuissa näitä kannattaakin vakikäytössä ostaa.En omaa kokemusta muista paineilmapulloista, mutta tämä ei kyllä kauaa kestä. Ajaa muuten asiansa ihan mallikkaasti!Huomaa, että tuotetta kannattaa käyttää vain pystysuunnassa ja ravistamatta. Muissa suunnissa suuttimesta suihkuaa myös ponneainetta, joka kuivuu nopeasti, mutta jättää jäljen monille pinnoille.Lähes kaiken elektroniikan puhdistaminen onnistuu purkilla paineilmaa, puhdistuslimaa ja näytönpuhdistussuihketta.",4,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=7,fi,"kohtuuhinta paine#ilma purkissa edullisuus olla tosin hinta : purkki ei olla kovin riitto ja ponnen#este nousta helposti ilma#suihku mukaan . monipakkaus hinta olla jokin verran edullinen , ja vähintään kolme kappale nipu tämä kannattaa vaki#käyttö ostaa . ei oma kokemus muu paine#pupullo , mutta tämä ei kyllä kauaa kestää . ajaa muuten asia ihan mallikka#asti ! huoma , että tuote kannattaa käyttää vain pysty#suunta ja ravistama . muu suunta suuttin suihkua myös ponne#aine , joka kuivuu nopeasti , mutta jättää jäljen moni pinta . lähes kaikki elektroniikka puhdistaminen onnistua purkki paine#ilma , puhdistus#lima ja näytön#puhdistus#suihke .",negatiivinen
melkein yht halpaa kuin ilma,"käyttäny tietokoneen puhdistamiseen, ajaa asiansa.",3,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=7,fi,"melkein yli halpa kuin ilma käyttäny tieto#kone puhdistaminen , ajaa asia .",positiivinen
Erittäin käytännöllinen,"Todella kivasti sai suihkutettua vanhan näytönohjaimen puhtaaksi tällä putelilla. Samalla suihkuttelin muutkin osat kunnolla puhtaaksi. Ehdottomasti ostamisen arvoinen, jos pölynpoisto elektroniikasta kiinnostaa ja voi tällä muuten kirjahyllynkin putsata, jos laiskottaa :)",5,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=7,fi,"erittäin käytännöllinen tode kivasti saada suihkutettu vanha näytön#ohjain puhtaa tämä puteli . samalla suihkutteli muu osa kunnolla puhtaa . ehdottomasti ostaminen arvoinen , jos pölyn#poisto elektroniikka kiinnostaa ja voida tämä muuten kirja#hylly putsata , jos laiskotta :)",negatiivinen
Hyvä!,"Hinta ja laatu kohdillaan. Hiukan liian nopeasti loppuu ja tehoa vähän lisää, muuten ok.",4,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=7,fi,"hyvä ! hinta ja laatu kohta . hiukan liian nopeasti loppua ja teho vähän lisää , muuten ok .",neutraali
Ei kovin riittoisa,"Pitkään käyttänyt esim kuulolaitteiden ja elektroniikan puhdistamiseen. Jouduin kerran ostamaan muualta CRC:n vastaavan tuotteen. Ihmetys kova, kun kalliimmassa CRC:ssä riittoisuus oli paljon suurempi. Hain kuitenkin nyt edullisemman taas täältä. Katsotaan oliko vähyys vain tilapäistä.",3,https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=7,fi,"ei kovin riitto pitkä käyttää esim kuulolaite ja elektroniikka puhdistaminen . joutua kerran ostaa muualta CRC vastaava tuote . ihmetys kova , kun kallis CRC riittoisuus olla paljon suuri . hain kuitenkin nyt edullisemma taas täältä . katsoa olla vähyys vain tila#pää .",positiivinen
